"filename", "language", "Python", "Properties", "Batch", "Markdown", "PLSQL", "XML", "PowerShell", "comment", "blank", "total"
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\cachecontrol\controller.py", "Python", 223, 0, 0, 0, 0, 0, 0, 80, 65, 368
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\cachecontrol\filewrapper.py", "Python", 37, 0, 0, 0, 0, 0, 0, 27, 17, 81
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\cachecontrol\heuristics.py", "Python", 69, 0, 0, 0, 0, 0, 0, 32, 35, 136
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\cachecontrol\serialize.py", "Python", 103, 0, 0, 0, 0, 0, 0, 47, 37, 187
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\cachecontrol\wrapper.py", "Python", 25, 0, 0, 0, 0, 0, 0, 0, 5, 30
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\certifi\__init__.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 2, 4
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\certifi\__main__.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 1, 3
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\certifi\core.py", "Python", 4, 0, 0, 0, 0, 0, 0, 7, 5, 16
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\chardet\__init__.py", "Python", 13, 0, 0, 0, 0, 0, 0, 22, 5, 40
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\chardet\big5freq.py", "Python", 340, 0, 0, 0, 0, 0, 0, 41, 6, 387
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\chardet\big5prober.py", "Python", 16, 0, 0, 0, 0, 0, 0, 26, 6, 48
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\chardet\chardistribution.py", "Python", 131, 0, 0, 0, 0, 0, 0, 73, 30, 234
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\chardet\charsetgroupprober.py", "Python", 72, 0, 0, 0, 0, 0, 0, 26, 9, 107
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\chardet\charsetprober.py", "Python", 56, 0, 0, 0, 0, 0, 0, 67, 23, 146
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\chardet\cli\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 2, 2
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\chardet\cli\chardetect.py", "Python", 43, 0, 0, 0, 0, 0, 0, 32, 11, 86
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\chardet\codingstatemachine.py", "Python", 29, 0, 0, 0, 0, 0, 0, 50, 10, 89
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\chardet\compat.py", "Python", 11, 0, 0, 0, 0, 0, 0, 20, 4, 35
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\chardet\cp949prober.py", "Python", 16, 0, 0, 0, 0, 0, 0, 28, 6, 50
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\chardet\enums.py", "Python", 35, 0, 0, 0, 0, 0, 0, 28, 14, 77
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\chardet\escprober.py", "Python", 60, 0, 0, 0, 0, 0, 0, 31, 11, 102
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\chardet\escsm.py", "Python", 201, 0, 0, 0, 0, 0, 0, 26, 20, 247
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\chardet\eucjpprober.py", "Python", 54, 0, 0, 0, 0, 0, 0, 27, 12, 93
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\chardet\euckrfreq.py", "Python", 151, 0, 0, 0, 0, 0, 0, 38, 7, 196
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\chardet\euckrprober.py", "Python", 16, 0, 0, 0, 0, 0, 0, 26, 6, 48
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\chardet\euctwfreq.py", "Python", 340, 0, 0, 0, 0, 0, 0, 41, 7, 388
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\chardet\euctwprober.py", "Python", 16, 0, 0, 0, 0, 0, 0, 26, 5, 47
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\chardet\gb2312freq.py", "Python", 239, 0, 0, 0, 0, 0, 0, 38, 7, 284
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\chardet\gb2312prober.py", "Python", 16, 0, 0, 0, 0, 0, 0, 26, 5, 47
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\chardet\hebrewprober.py", "Python", 83, 0, 0, 0, 0, 0, 0, 186, 24, 293
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\chardet\jisfreq.py", "Python", 277, 0, 0, 0, 0, 0, 0, 41, 8, 326
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\chardet\jpcntx.py", "Python", 169, 0, 0, 0, 0, 0, 0, 44, 21, 234
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\chardet\langbulgarianmodel.py", "Python", 182, 0, 0, 0, 0, 0, 0, 39, 8, 229
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\chardet\langcyrillicmodel.py", "Python", 286, 0, 0, 0, 0, 0, 0, 34, 14, 334
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\chardet\langgreekmodel.py", "Python", 182, 0, 0, 0, 0, 0, 0, 37, 7, 226
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\chardet\langhebrewmodel.py", "Python", 156, 0, 0, 0, 0, 0, 0, 40, 5, 201
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\chardet\langhungarianmodel.py", "Python", 182, 0, 0, 0, 0, 0, 0, 37, 7, 226
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\chardet\langthaimodel.py", "Python", 156, 0, 0, 0, 0, 0, 0, 38, 6, 200
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\chardet\langturkishmodel.py", "Python", 156, 0, 0, 0, 0, 0, 0, 33, 5, 194
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\chardet\latin1prober.py", "Python", 97, 0, 0, 0, 0, 0, 0, 34, 15, 146
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\chardet\mbcharsetprober.py", "Python", 48, 0, 0, 0, 0, 0, 0, 31, 13, 92
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\chardet\mbcsgroupprober.py", "Python", 23, 0, 0, 0, 0, 0, 0, 28, 4, 55
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\chardet\mbcssm.py", "Python", 476, 0, 0, 0, 0, 0, 0, 44, 53, 573
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\chardet\sbcharsetprober.py", "Python", 83, 0, 0, 0, 0, 0, 0, 38, 12, 133
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\chardet\sbcsgroupprober.py", "Python", 37, 0, 0, 0, 0, 0, 0, 32, 5, 74
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\chardet\sjisprober.py", "Python", 55, 0, 0, 0, 0, 0, 0, 26, 12, 93
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\chardet\universaldetector.py", "Python", 161, 0, 0, 0, 0, 0, 0, 104, 22, 287
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\chardet\utf8prober.py", "Python", 44, 0, 0, 0, 0, 0, 0, 26, 13, 83
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\chardet\version.py", "Python", 2, 0, 0, 0, 0, 0, 0, 6, 2, 10
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\colorama\__init__.py", "Python", 4, 0, 0, 0, 0, 0, 0, 1, 2, 7
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\colorama\ansi.py", "Python", 77, 0, 0, 0, 0, 0, 0, 6, 20, 103
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\colorama\ansitowin32.py", "Python", 195, 0, 0, 0, 0, 0, 0, 23, 40, 258
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\colorama\initialise.py", "Python", 57, 0, 0, 0, 0, 0, 0, 1, 23, 81
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\colorama\win32.py", "Python", 122, 0, 0, 0, 0, 0, 0, 11, 20, 153
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\colorama\winterm.py", "Python", 123, 0, 0, 0, 0, 0, 0, 28, 19, 170
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\distlib\__init__.py", "Python", 13, 0, 0, 0, 0, 0, 0, 6, 5, 24
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\distlib\_backport\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 6, 1, 7
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\distlib\_backport\misc.py", "Python", 26, 0, 0, 0, 0, 0, 0, 6, 10, 42
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\distlib\_backport\shutil.py", "Python", 459, 0, 0, 0, 0, 0, 0, 214, 89, 762
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\distlib\_backport\sysconfig.cfg", "Properties", 0, 72, 0, 0, 0, 0, 0, 4, 9, 85
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\distlib\_backport\sysconfig.py", "Python", 485, 0, 0, 0, 0, 0, 0, 186, 118, 789
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\distlib\_backport\tarfile.py", "Python", 1653, 0, 0, 0, 0, 0, 0, 616, 339, 2608
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\distlib\compat.py", "Python", 813, 0, 0, 0, 0, 0, 0, 152, 156, 1121
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\distlib\database.py", "Python", 766, 0, 0, 0, 0, 0, 0, 424, 150, 1340
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\distlib\index.py", "Python", 290, 0, 0, 0, 0, 0, 0, 197, 30, 517
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\distlib\locators.py", "Python", 821, 0, 0, 0, 0, 0, 0, 383, 92, 1296
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\distlib\manifest.py", "Python", 199, 0, 0, 0, 0, 0, 0, 143, 52, 394
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\distlib\markers.py", "Python", 89, 0, 0, 0, 0, 0, 0, 27, 16, 132
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\distlib\metadata.py", "Python", 832, 0, 0, 0, 0, 0, 0, 119, 146, 1097
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\distlib\resources.py", "Python", 243, 0, 0, 0, 0, 0, 0, 55, 58, 356
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\distlib\scripts.py", "Python", 296, 0, 0, 0, 0, 0, 0, 71, 37, 404
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\distlib\util.py", "Python", 1291, 0, 0, 0, 0, 0, 0, 269, 201, 1761
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\distlib\version.py", "Python", 477, 0, 0, 0, 0, 0, 0, 137, 123, 737
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\distlib\wheel.py", "Python", 791, 0, 0, 0, 0, 0, 0, 114, 100, 1005
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\distro.py", "Python", 385, 0, 0, 0, 0, 0, 0, 730, 102, 1217
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\html5lib\__init__.py", "Python", 8, 0, 0, 0, 0, 0, 0, 23, 5, 36
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\html5lib\_ihatexml.py", "Python", 162, 0, 0, 0, 0, 0, 0, 79, 48, 289
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\html5lib\_inputstream.py", "Python", 612, 0, 0, 0, 0, 0, 0, 182, 130, 924
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\html5lib\_tokenizer.py", "Python", 1516, 0, 0, 0, 0, 0, 0, 100, 106, 1722
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\html5lib\_trie\__init__.py", "Python", 9, 0, 0, 0, 0, 0, 0, 2, 4, 15
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\html5lib\_trie\_base.py", "Python", 26, 0, 0, 0, 0, 0, 0, 2, 13, 41
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\html5lib\_trie\datrie.py", "Python", 31, 0, 0, 0, 0, 0, 0, 0, 14, 45
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\html5lib\_trie\py.py", "Python", 48, 0, 0, 0, 0, 0, 0, 0, 20, 68
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\html5lib\_utils.py", "Python", 72, 0, 0, 0, 0, 0, 0, 25, 28, 125
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\html5lib\constants.py", "Python", 2907, 0, 0, 0, 0, 0, 0, 6, 35, 2948
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\html5lib\filters\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\html5lib\filters\alphabeticalattributes.py", "Python", 15, 0, 0, 0, 0, 0, 0, 8, 7, 30
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\html5lib\filters\base.py", "Python", 8, 0, 0, 0, 0, 0, 0, 0, 5, 13
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\html5lib\filters\inject_meta_charset.py", "Python", 53, 0, 0, 0, 0, 0, 0, 11, 10, 74
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\html5lib\filters\lint.py", "Python", 67, 0, 0, 0, 0, 0, 0, 12, 15, 94
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\html5lib\filters\optionaltags.py", "Python", 115, 0, 0, 0, 0, 0, 0, 86, 7, 208
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\html5lib\filters\sanitizer.py", "Python", 804, 0, 0, 0, 0, 0, 0, 59, 34, 897
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\html5lib\filters\whitespace.py", "Python", 24, 0, 0, 0, 0, 0, 0, 2, 13, 39
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\html5lib\html5parser.py", "Python", 2075, 0, 0, 0, 0, 0, 0, 295, 422, 2792
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\html5lib\serializer.py", "Python", 236, 0, 0, 0, 0, 0, 0, 135, 39, 410
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\html5lib\treeadapters\__init__.py", "Python", 9, 0, 0, 0, 0, 0, 0, 18, 4, 31
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\html5lib\treeadapters\genshi.py", "Python", 37, 0, 0, 0, 0, 0, 0, 7, 11, 55
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\html5lib\treeadapters\sax.py", "Python", 36, 0, 0, 0, 0, 0, 0, 7, 8, 51
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\html5lib\treebuilders\__init__.py", "Python", 23, 0, 0, 0, 0, 0, 0, 59, 7, 89
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\html5lib\treebuilders\base.py", "Python", 228, 0, 0, 0, 0, 0, 0, 124, 66, 418
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\html5lib\treebuilders\dom.py", "Python", 190, 0, 0, 0, 0, 0, 0, 3, 47, 240
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\html5lib\treebuilders\etree.py", "Python", 267, 0, 0, 0, 0, 0, 0, 10, 64, 341
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\html5lib\treebuilders\etree_lxml.py", "Python", 275, 0, 0, 0, 0, 0, 0, 26, 66, 367
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\html5lib\treewalkers\__init__.py", "Python", 94, 0, 0, 0, 0, 0, 0, 42, 19, 155
"g:\MyClasses\DataBaseSystem\HITSZ-DB\DB-Exp3\backend\venv\Lib\site-packages\pip\_vendor\html5lib\treewalkers\base.py", "Python", 119, 0, 0, 0, 0, 0, 0, 102, 32, 253
